strategy,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,var_95_daily,annual_turnover,positive_days_pct,trading_days
markowitz,0.13858444769644507,0.16141589640581672,0.8132803487327637,1.1203626927028927,-0.27693510066541915,0.5004221110413761,0.015870347236992093,3.3244391121644465,0.5531319910514542,1788
hrp,0.1106860117843016,0.14950519582575214,0.6997802760703492,0.9441703236515786,-0.3321217536020795,0.33326938264006734,0.0131529156041759,1.5682894838942611,0.5536912751677853,1788
xgb,0.03125528432945979,0.2039587766033262,0.19619353803097575,0.2714366759274593,-0.4040243360502148,0.07735990518545194,0.01920690100310761,16.03159323997494,0.5313199105145414,1788
xgb_sentiment,0.04224356082541414,0.20219670922911773,0.2487542243466772,0.3411772612537476,-0.39609684363629505,0.10664957700143432,0.018710791597620863,16.058326570286557,0.5302013422818792,1788
equal_weight,0.142360171347792,0.17559492923770087,0.7802916702121164,1.0667605332372696,-0.3639361627548844,0.39116797371871337,0.01541527312090993,0.45830210031547464,0.5615212527964206,1788
buy_and_hold,0.14378640354627326,0.1771934327032745,0.7818949351600338,1.0684832968304343,-0.3590101930463574,0.4005078583596281,0.016270846970490603,0.0,0.558165548098434,1788
minimum_variance,0.07848757003144025,0.1275374072106114,0.5653588445769215,0.7627764604244258,-0.2849930061490299,0.2754017408777995,0.01161967491514516,1.2985903756320976,0.5324384787472036,1788
